MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,Device_Name,Attack,Attack_subType,label
1,98,0,1,98,0,1,98,0,98,0,0,0,1,1505914321.04468,0,1,98,0,98,0,0,0,Danmini_Doorbell,gafgyt,combo,0
1.93163968775498,98,1.81898940354586E-12,1.93163968775498,98,1.81898940354586E-12,1.93163968775498,98,1.34869915234861E-06,138.592929112563,1.81898940354586E-12,0,0,1.93163968775498,726310169.416719,5.66234422650467E+17,1.93163968775498,98,1.34869915234861E-06,138.592929112563,1.81898940354586E-12,0,0,Danmini_Doorbell,gafgyt,combo,0
2.90427257251413,86.9817504380112,231.182162573376,2.90427257251413,86.9817504380112,231.182162573376,1,66,0,114.85643212289,0,0,0,1,1505914322.2721,0,1,66,0,114.85643212289,0,0,0,Danmini_Doorbell,gafgyt,combo,0
3.90254586237659,83.6552679581601,204.061434909725,3.90254586237659,83.6552679581601,204.061434909725,1,74,0,74,0,0,0,1,1505914322.28068,0,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
4.90254483048637,81.6858279444515,177.574638538532,4.90254483048637,81.6858279444515,177.574638538532,1.99999973558537,74,9.5367431640625E-07,74,9.09494701772928E-13,0,0,1.99999973558537,752957061.593883,5.66944486512505E+17,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
5.90253932119427,80.383705666866,155.802555687083,5.90253932119427,80.383705666866,155.802555687083,2.99999748806227,74,9.5367431640625E-07,74,9.09494701772928E-13,0,0,2.99999748806227,501971164.242279,5.03950515873595E+17,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
613.818537950257,74.095096090176,2.65911022240016,613.818537950257,74.095096090176,2.65911022240016,610.152839070514,73.9999999999999,3.814697265625E-06,95.2680429105163,1.48055010832647E-11,4.22286911637174E-27,6.70172848818446E-16,610.152839070515,2284732.9171742,3.4353920154083E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
614.778927244372,74.0949414067834,2.65479959699042,614.778927244372,74.0949414067834,2.65479959699042,611.113464918124,73.9999999999999,3.814697265625E-06,95.2680429105163,1.48055010832647E-11,4.22255985497053E-27,6.70123768776283E-16,611.113464918124,2280994.27771132,3.4297790143052E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
615.618169664219,74.0947871855283,2.65050180251455,615.618169664219,74.0947871855283,2.65050180251455,611.953665813982,73.9999999999999,3.56832255055804E-06,95.2680429105163,1.28621974215375E-11,4.22589559044232E-27,8.78091096473659E-16,611.953665813982,2277266.88068542,3.42418286418321E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
616.596022016727,74.094633458968,2.64621774671559,616.596022016727,74.094633458968,2.64621774671559,612.931650001681,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.37631522651841E-11,4.22585691452694E-27,8.48308829200658E-16,612.931650001682,2273551.51229131,3.41860474567584E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
617.473888808621,74.0944801999223,2.64194667257652,617.473888808621,74.0944801999223,2.64194667257652,613.810242619714,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.39125936955482E-11,4.2263575112332E-27,6.92723309174646E-16,613.810242619715,2269847.5149456,3.41304367175849E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
618.15737066638,74.0943273582603,2.63768718343999,618.15737066638,74.0943273582603,2.63768718343999,614.495602468602,73.9999999999999,3.56832255055804E-06,95.2680429105163,1.30219823979827E-11,4.22651826828262E-27,7.17064020494771E-16,614.495602468602,2266153.67645688,3.4074978227161E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
619.156992688661,74.0941750102139,2.63344140420395,619.156992688661,74.0941750102139,2.63344140420395,615.495226729903,73.9999999999999,3.814697265625E-06,95.2680429105163,1.48055010832647E-11,4.22767499389405E-27,6.70935545587263E-16,615.495226729904,2262471.83851885,3.40196996390244E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
620.156644796107,74.0940231534032,2.62920926899369,620.156644796107,74.0940231534032,2.62920926899369,616.494880894826,73.9999999999999,3.814697265625E-06,95.2680429105163,1.48055010832647E-11,4.22882983376244E-27,6.71118819637015E-16,616.494880894826,2258801.94293882,3.39646000819415E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
621.156214352663,74.0938717854361,2.62499071158891,621.156214352663,74.0938717854361,2.62499071158891,617.494452992969,73.9999999999999,3.814697265625E-06,95.2680429105163,1.48055010832647E-11,4.22998244288555E-27,6.71301739665631E-16,617.49445299297,2255143.93122393,3.39096786803279E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
622.156132231262,74.0937209040406,2.62078566911259,622.156132231262,74.0937209040406,2.62078566911259,618.49437135568,73.9999999999999,3.814697265625E-06,95.2680429105163,1.48055010832647E-11,4.23113317710405E-27,6.71484362145323E-16,618.49437135568,2251497.74778934,3.3854934602235E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
623.155607864765,74.0935705067676,2.61659407374827,623.155607864765,74.0935705067676,2.61659407374827,619.493850075393,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.39125936955482E-11,4.2322814097411E-27,6.9369426881701E-16,619.493850075394,2247863.3327786,3.38003669515541E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
623.748518474041,74.0934204935749,2.61241313769187,623.748518474041,74.0934204935749,2.61241313769187,620.089152804276,73.9999999999999,3.4385216478958E-06,95.2680429105163,1.18321730326513E-11,4.24254465259816E-27,1.82965653081166E-15,620.089152804277,2244238.26803882,3.37459394238506E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
624.699701620709,74.0932709489323,2.60824521554969,624.699701620709,74.0932709489323,2.60824521554969,621.040622346361,73.9999999999999,3.56832255055804E-06,95.2680429105163,1.27410437254383E-11,4.24495858746381E-27,1.76410432334473E-15,621.040622346362,2240624.59417248,3.36916826598695E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
625.66835954702,74.0931218748302,2.60409036320561,625.66835954702,74.0931218748302,2.60409036320561,622.00946385389,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.36499975449657E-11,4.24718085901058E-27,1.70517889970443E-15,622.009463853891,2237022.35863804,3.36375973744491E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
626.528902296387,74.0929732434191,2.59994780487796,626.528902296387,74.0929732434191,2.59994780487796,622.870822146389,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.36499975449657E-11,4.25388910241401E-27,1.70787215800573E-15,622.87082214639,2233430.8878613,3.35836734566285E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
627.528633093371,74.0928250856483,2.59581840357532,627.528633093371,74.0928250856483,2.59581840357532,623.870554515154,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.54680959455572E-11,4.25728140976833E-27,1.605545885876E-15,623.870554515155,2229850.92905143,3.3529922127872E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
628.528415313206,74.0926773992694,2.59170209705189,628.528415313206,74.0926773992694,2.59170209705189,624.870338004504,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.36499975449657E-11,4.2596963213751E-27,1.71020366861644E-15,624.870338004505,2226282.42724646,3.34763425653417E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
629.527376613247,74.0925301818446,2.58759881777132,629.527376613247,74.0925301818446,2.58759881777132,625.869305349849,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.36499975449657E-11,4.26210214864228E-27,1.71116957188934E-15,625.86930534985,2222725.32289864,3.34229338773994E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
630.472573271713,74.0923834186295,2.58350815519225,630.472573271713,74.0923834186295,2.58350815519225,626.814820460754,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.36499975449657E-11,4.26883233039961E-27,1.71387163810803E-15,626.814820460755,2219179.25913453,3.33696907080794E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
631.440493564571,74.0922371128104,2.579430198517,631.440493564571,74.0922371128104,2.579430198517,627.7829268674,73.9999999999999,3.814697265625E-06,95.2680429105163,1.45519152283669E-11,4.27357314473837E-27,0,627.782926867401,2215644.31231864,3.3316614206373E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
632.440149205278,74.0920912695825,2.57536509295915,632.440149205278,74.0920912695825,2.57536509295915,628.78258450278,73.9999999999999,3.814697265625E-06,95.2680429105163,1.45519152283669E-11,4.27592649750406E-27,0,628.782584502781,2212120.60735779,3.32637062501066E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
633.416737935537,74.0919458814611,2.57131263029623,633.416737935537,74.0919458814611,2.57131263029623,629.759308626457,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.54614099301398E-11,4.27815687523564E-27,0,629.759308626458,2208607.96280213,3.32109641171627E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
634.355451977376,74.0918009376742,2.56727251066968,634.355451977376,74.0918009376742,2.56727251066968,630.698376541262,73.9999999999999,3.69356474514715E-06,95.2680429105163,1.37104629463295E-11,4.28748042062674E-27,9.93826830519373E-16,630.698376541263,2205106.11779419,3.31583838930788E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
635.330208680517,74.0916564444069,2.56324490686984,635.330208680517,74.0916564444069,2.56324490686984,631.673278772656,73.9999999999999,3.814697265625E-06,95.2680429105163,1.46157241760995E-11,4.2887159980089E-27,9.62546000025675E-16,631.673278772657,2201615.22116879,3.31059678149355E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
635.850377756237,74.0915122965891,2.55922689051567,635.850377756237,74.0915122965891,2.55922689051567,632.196209731935,73.9999999999999,3.93209993898169E-06,95.2680429105163,1.54680959455572E-11,4.29517831708202E-27,1.6198379229223E-15,632.196209731936,2198132.73396565,3.30536777618132E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
636.8056887589,74.091368591377,2.5552211701106,636.8056887589,74.091368591377,2.5552211701106,633.15177755776,73.9999999999999,4.15696997026508E-06,95.2680429105163,1.72863818158914E-11,4.29477926725879E-27,1.53207092865858E-15,633.151777557761,2194661.00284072,3.30015489715771E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
637.749851936427,74.0912253242463,2.55122761992425,637.749851936427,74.0912253242463,2.55122761992425,634.096261119974,73.9999999999999,4.15696997026508E-06,95.2680429105163,1.72863818158914E-11,4.29658924025865E-27,1.53271659793334E-15,634.096261119975,2191199.91792957,3.29495797965762E+15,1,74,0,74,0,0,0,Danmini_Doorbell,gafgyt,combo,0
